id,provider,title,description,skill level,is_paid,class,URL
84,youtube,Learn JavaScript - Full Course for Beginners,This complete 134-part JavaScript tutorial for beginners will teach you everything you need to know to get started with the JavaScript programming language.,beginner,no,free,https://www.youtube.com/watch?v=PkZNo7MFNFg
85,youtube,God-Tier Developer Roadmap,"The programming iceberg is complete roadmap to the loved, hated, historical, and weird programming languages that you should now about. It starts with easy-to-learn coding tools, then descends into the most difficult low-level and esoteric languages. Featuring C, C++, C#, F#, HolyC, C--, Java, JavaScript, Python, Rust, Fortran, Lisp, V, Nim, Zig, APL, Ada, COBOL, Haskell, Scala, Clojure, Kotlin, Swift, Lua, PHP, Elixir, Erlang, Chef, Malbolge, lolcode, emojicode, ASM and many more!",beginner,no,free,https://www.youtube.com/watch?v=pEfrdAtAmqk&t=9s
86,youtube,How I Would Learn To Code (If I Could Start Over),"If I could go back in time and learn to code, I would do a lot of things differently. If I could start over, I'd spend more time doing practical projects rather than focusing on theory. I would also prioritize learning how to use an editor and the terminal. And above all, I'd adopt a coding mindset. Today, I walk you through an entire study plan to become a coder/software engineer. I hope this guide inspires you to keep coding and continue your software engineering career. ",beginner,no,free,https://www.youtube.com/watch?v=k9WqpQp8VSU
87,youtube,How I Would Learn To Code (If I Could Start Over),"In this video, I give you my step by step process on how I would learn to code if I could start over again. I also provide you with some of my recommended resources, explain how to choose a project, and specific projects to do. Perhaps most importantly, I give you tips on adopting the correct mindset and mentality that will help you learn to code faster and become better faster (these were my mistakes).",beginner,no,free,https://www.youtube.com/watch?v=MHPGeQD8TvI&t=455s
88,hackthebox,HackTheBox,"Choose between comprehensive beginner-level and advanced online courses covering offensive, defensive, or general cybersecurity fundamentals.",any,no,free,https://www.hackthebox.com/hacker
89,tryhackme,TryHackMe,"Learn by following a structured paths and reinforce your skills in a real-world environment by completing guided, objective-based tasks and challenges.",any,no,free,https://tryhackme.com/
90,adventofcode,Advent of Code,"Advent of Code is an Advent calendar of small programming puzzles for a variety of skill sets and skill levels that can be solved in any programming language you like. People use them as interview prep, company training, university coursework, practice problems, a speed contest, or to challenge each other. You don't need a computer science background to participate - just a little programming knowledge and some problem-solving skills will get you pretty far. Nor do you need a fancy computer; every problem has a solution that completes in at most 15 seconds on ten-year-old hardware.",any,no,free,https://adventofcode.com/
91,comptia,CompTIA Network+,"The CompTIA Network+ certification verifies that the successful candidate has the knowledge and skills required to: Establish network connectivity by deploying wired and wireless devices. Understand and maintain network documentation. Understand the purpose of network services, basic data center, cloud and virtual networking concepts. Monitor network activity, identifying performance and availability issues. Implement network hardening techniques. Manage, configure and troubleshoot network infrastructure.",intermediate,yes,paid,https://www.comptia.org/certifications/network#overview
92,general assembly,Software Engineering,"Developed with guidance from our software engineering advisory board, our curriculum is primed for industry relevance. Learn the fundamental skills to build full-stack web applications on the job: computer science framework, collaboration tools, and the programming languages modern employers demand. Hone fluency in multiple frameworks and stacks. Apply essential object-oriented programming concepts, and leverage JavaScript libraries like React. Incorporate functionality from third-party APIs and add complexity and nuance with Python, Django, and more. Discover how to effectively communicate and collaborate with web development teams to carry out complex projects from concept to completion. Practise version control with Git and GitHub while executing software engineering projects in an Agile development workflow.",beginner,yes,bootcamp,https://generalassemb.ly/education/software-engineering-immersive/london
93,general assembly,Data Science,"Data science has topped LinkedIn’s Emerging Jobs Report for three years running. Capitalise on demand with a program that's primed for industry relevance. Our curriculum is guided by the Data Science Standards Board — a group of data executives from companies like Bloomberg and Nielsen.Get hands-on with the skills you need to derive value from complex data. Dive into Python, data analysis, and statistical modeling. Then, branch into machine learning with algorithms of increasing complexity, from decision trees and random forests to natural language processing and neural networks. Tackle five projects, compiling a professional-grade portfolio of compelling stakeholder presentations and data visualisations. For your capstone, you’ll put machine-learning models into production to address a real-world data challenge.",beginner,yes,bootcamp,https://generalassemb.ly/education/data-science-immersive/london
94,ieee computer society,Professional Software Developer Certification,"This professional competency certification requires successful completion of Certificates of Proficiency in the following four key knowledge areas: Software Engineering Requirements, Software Engineering Design, Software Engineering Construction, Software Engineering Testing and the successful completion of an online exam. Candidates seeking this professional certification should have completed a minimum of two years of college education in computer science or equivalent in a related field and two years of relevant experience in industry. However, there are no prerequisites required for registration.",intermediate,yes,paid,https://www.computer.org/product/education/professional-software-developer-certification
95,udemy,The Complete Python Bootcamp From Zero to Hero in Python,"This is the most comprehensive, yet straight-forward, course for the Python programming language on Udemy! Whether you have never programmed before, already know basic syntax, or want to learn about the advanced features of Python, this course is for you! In this course we will teach you Python 3. With over 100 lectures and more than 21 hours of video this comprehensive course leaves no stone unturned! This course includes quizzes, tests, coding exercises and homework assignments as well as 3 major projects to create a Python project portfolio! Learn how to use Python for real-world tasks, such as working with PDF Files, sending emails, reading Excel files, Scraping websites for informations, working with image files, and much more! This course will teach you Python in a practical manner, with every lecture comes a full coding screencast and a corresponding code notebook! Learn in whatever manner is best for you! We will start by helping you get Python installed on your computer, regardless of your operating system, whether its Linux, MacOS, or Windows, we've got you covered.",beginner,yes,paid,https://www.udemy.com/course/complete-python-bootcamp/
96,udemy,The Complete 2023 Web Development Bootcamp,"Welcome to the Complete Web Development Bootcamp, the only course you need to learn to code and become a full-stack web developer. At 65+ hours, this Web Development course is without a doubt the most comprehensive web development course available online. Even if you have zero programming experience, this course will take you from beginner to mastery. We'll take you step-by-step through engaging video tutorials and teach you everything you need to know to succeed as a web developer.",beginner,yes,paid,https://www.udemy.com/course/the-complete-web-development-bootcamp/
97,udemy,Complete Backend Development 2023 Bundle - Python Roadmap,"Welcome to The Complete 2023 Backend Development Bootcamp - Python Roadmap. Throughout the course, we will explore the most important technologies and concepts you need to know to become a market-ready developer. Here is the structural flow that we will follow, Basics of Programming, Core Python, Object-Oriented Programming, Python Projects, Django Core, Django Authentication, Django Deployment, Git and GitHub. Since Django is written in pure Python, it was originally built around the Model View Controller (MVC) framework. The concept is still applicable in the current version of the framework, as well. But when it comes to Django, developers usually refer to the architecture of Django as Model View Template (MVT). Three distinct layers are responsible for supporting the architecture, and they can be used separately in the Python Django framework. Models hold information about all your data, and they are represented using attributes/fields. Models have no information about Django layers. Communication between multiple layers is made possible only through an API.",beginner,yes,paid,https://www.udemy.com/course/software-developer-masterclass/
98,udemy,The Complete Cyber Security Course: Hackers Exposed!,"Learn a practical skill-set in defeating all online threats, including - advanced hackers, trackers, malware, zero days, exploit kits, cybercriminals and more. Become a Cyber Security Specialist - Go from a beginner to advanced in this easy to follow expert course. Covering all major platforms - Windows 7, Windows 8, Windows 10, MacOS and Linux. This course covers the fundamental building blocks of your required skill set - You will understand the threat and vulnerability landscape through threat modeling and risk assessments. We explore the Darknet and mindset of the cyber criminal. Covering malware, exploit kits, phishing, zero-day vulnerabilities and much more. You will learn about the global tracking and hacking infrastructures that nation states run. Covering the NSA, FBI, CIA, GCHQ, China’s MSS and other intelligence agencies capabilities. You will understand the foundations of operating system security and privacy functionality. A close look at the new Windows 10 privacy issues and how to best mitigate them. There is a complete easy to follow crash course on encryption, how encryption can be bypassed and what you can do to mitigate the risks. Master defenses against phishing, SMShing, vishing, identity theft, scam, cons and other social engineering threats. Finally we cover the extremely important, but underused security control of isolation and compartmentalization. Covering sandboxes, application isolation, virtual machines, Whonix and Qubes OS.",beginner,yes,paid,https://www.udemy.com/course/the-complete-internet-security-privacy-course-volume-1/?ranMID=39197&ranEAID=JVFxdTr9V80&ranSiteID=JVFxdTr9V80-vfpVgwrxqrKgVQ1xt8H6ag&LSNPUBID=JVFxdTr9V80&utm_source=aff-campaign&utm_medium=udemyads
99,udemy,The Complete Cyber Security Course: Network Security!,"Become a cyber security specialist. After this course, you will be able to discover security vulnerabilities across an entire network, by using network hacking techniques and vulnerability scanning. You will be able to architect your network for maximum security and prevent local and remote attacks. We also cover the use of custom router firmware to provide you with better network security services. You will understand the various types of firewalls that are available and what threats each help mitigate. Including layer 4 firewalls like Iptables on Linux and PF on MacOS and BSD. Virtual firewalls, host-based firewalls and application based firewalls like Pfsence. We cover firewalls on all platforms including Windows, Mac OS X and Linux for all types of use scenarios. We explore in detail wireless security, the configurations that are required for maximum security and why. How Wi-Fi is hacked and how to mitigate those attacks. Covering everything from encryption weaknesses to evil twins, RF isolation, and Wi-Fi crackers. You will master network monitoring to discover and identify potential hackers, malware and other adversaries that might be lurking on your network. Using tools like Wireshark, Tcpdump and Syslog. We then move away from network security and onto the details of how we are tracked online by corporations, nation-states your ISP and others. You will understand the techniques used like zombie super cookies, browser fingerprinting and how browser profiling works so third parties can establish who you are online. We look at search engine privacy - and how to mitigate the tracking and privacy issues of search engines and their associated services. Browser security - We cover one of the largest risks online, the browser. The doorway into your system. How to best reduce the attack surface of the browser and harden it for maximum security and privacy. A critical consideration for reducing your risk. Finally you will fully understand how to best use methods of authentication including passwords and multi-factor authentication - soft tokens and hard tokens. The best password managers to use and why. How passwords are cracked, and how to mitigate the cracking.",any,yes,paid,https://www.udemy.com/course/network-security-course/?ranMID=39197&ranEAID=JVFxdTr9V80&ranSiteID=JVFxdTr9V80-sNtPTafxu5X42vRDC4mdDg&LSNPUBID=JVFxdTr9V80&utm_source=aff-campaign&utm_medium=udemyads
100,udemy,The Absolute Beginners Guide to Cyber Security 2023 - Part 1,"This course is intended primarily for students who have little to no prior background or knowledge about the field of cyber security. In the very first section, we will cover the basic terminologies used and discuss topics like the trinity of IT security and computer protocols. In section 2, we will explore the world of hackers and the hacking methodology. We will take a look at the different types of hackers and how they actually hack. Section 3 will introduce you to the various ways how cyber criminals and hackers attack systems and networks. You will learn about the most popular forms of attacks such as: Phishing, Brute Force Attack, DoS & DDoS Attacks, Bots and Botnets, and much more. We will then move on to cover everything about malware. You will learn the various forms of malware such as viruses, worms and trojans and how they differ from one another. In section 4, you will learn about the methods employed by cyber security professionals to protect systems and networks from cyber attacks. You will learn how the following work: Antivirus, Firewalls, Encryption, Biometrics, Authentication Methods, and much more. Finally we will cover and discuss about other topics related to both information and cyber security such as the BYOD policy and cyber warfare.",beginner,yes,paid,https://www.udemy.com/course/the-absolute-beginners-guide-to-information-cyber-security/?ranMID=39197&ranEAID=JVFxdTr9V80&ranSiteID=JVFxdTr9V80-HADlQ4M_gmKo.JOOcxcMNA&LSNPUBID=JVFxdTr9V80&utm_source=aff-campaign&utm_medium=udemyads
101,udemy,The Absolute Beginners Guide to Cyber Security 2023 - Part 2,"You don't need to have a background in cyber security though any sort of prior knowledge would be beneficial. This course is designed in such a manner that as long as you know how to use a computer and the internet, you will be able to understand and apply everything you are taught. Suitable for non professionals and students with a basic understanding of cyber security. In this course of nearly 100 lectures and almost 7 hours of content, you’ll learn all of the core cyber security fundamentals and develop a strong understanding of how security and privacy can either be maintained or deprived from a user. Each chapter closes with a section review highlighting the core points raised in the section. Starting with Networking 101, you will learn the basics of networking including what the TCP/IP protocol suite is and how the domain name system works. With the basics of networking mastered, you will be ready to jump into the course proper with the following section where you will begin to learn about privacy and anonymity. You will learn how advertisers and websites are able to track you online and what you can do about it. You will then move on to a more advanced section where you will be introduced to Anonymizers. You will learn how to work with proxy servers and how to setup and configure a Virtual Private Network. We will also explore how to use Tor to access the dark web as well as the pros and cons of using anonymizers. By the end of this section, you would have learned techniques and skills that you can use to secure your privacy online. Section 5 covers malware with a special focus on viruses, rootkits and ransomware. You will learn how these various forms of malware can affect you plus you will also be introduced to a variety of anti-malware software that you can use to fight against malware. We will then move to discuss about backups and encryption. You will learn about cloud backups as well the advantages and disadvantages of using this type of technology. I will then show you how you can back up and encrypt your hard drive and sensitive files. Section 7 covers one of the most interesting aspects of cyber security - Social Engineering. You will learn about the different tactics employed by social engineers to extract important information without using any technical skills. We will explore how hackers exploit human psychology and fool their targets. Email security will be covered in the very next section. Emails are a fundamental component of our daily lives and you will learn exactly how emails are sent and received behind the scenes. You will learn how to track emails and how to use mail services like guerrilla mail and proton mail. In the final section of the course, you will learn how to harden the Windows 10 operating system against malware. Windows 10 by default is vulnerable to malware but with a few adjustments, you can make it far more secure and you will learn this tricks in this section.Complete with resources and section reviews, you’ll be able to apply what you have learnt in this course either at home or at your place of work and will receive a verifiable certificate of completion upon finishing the course.",beginner,yes,paid,https://www.udemy.com/course/the-complete-2018-cyber-security-guide-for-non-professionals/?ranMID=39197&ranEAID=JVFxdTr9V80&ranSiteID=JVFxdTr9V80-QhBpjbQbS5QTQejE1quRug&LSNPUBID=JVFxdTr9V80&utm_source=aff-campaign&utm_medium=udemyads
102,microsoft,Learn .NET,"New to .NET and don't know where to start? You can try .NET in your browser, at the console on your machine, or by building the app of your choice.",beginner,no,free,https://dotnet.microsoft.com/en-us/learn
103,microsoft,.NET Videos,Free videos for learning about .NET developer platform and how to use it.,beginner,no,free,https://dotnet.microsoft.com/en-us/learn/videos
104,programiz,Learn C++ Programming,"C++ is a powerful general-purpose programming language. It can be used to develop operating systems, browsers, games, and so on. C++ supports different ways of programming like procedural, object-oriented, functional, and so on. This makes C++ powerful as well as flexible. Our C++ programming tutorial will guide you to learn C++ programming one step at a time.",beginner,no,free,https://www.programiz.com/cpp-programming
105,programiz,Become a C++ Master,"C++ Basics Challenges help you apply your theoretical knowledge to solve various sets of C++ problems. These challenges will help you develop the programming mindset where you will learn to approach, solve and debut any programming challenges. Master the basics of C++ programming by solving 60+ challenges in real-time.",beginner,yes,paid,https://programiz.pro/learn/master-cpp
106,programiz,Learn Java Programming,"Java is a powerful general-purpose programming language. It is used to develop desktop and mobile applications, big data processing, embedded systems, and so on. According to Oracle, the company that owns Java, Java runs on 3 billion devices worldwide, which makes Java one of the most popular programming languages. Our Java tutorial will guide you to learn Java one step at a time.",beginner,no,free,https://www.programiz.com/java-programming
107,programiz,Become a Java Master,"Java is a powerful programming language used for developing mobile and desktop applications, big data processing, embedded systems, and so on. Learn to code in Java in the most interactive way possible, writing code and solving challenges in each step.",beginner,yes,paid,https://programiz.pro/learn/master-java
108,programiz,Learn Python Programming,"Python is a popular general-purpose programming language. It is used in machine learning, web development, desktop applications, and many other fields. Fortunately for beginners, Python has a simple, easy-to-use syntax. This makes Python a great language to learn for beginners. Our Python tutorials will cover all the fundamental concepts of Python. And by the end, you will be comfortable creating projects in Python.",beginner,no,free,https://www.programiz.com/python-programming
109,programiz,Become a Python Master,"Python is a popular programming language used for artificial intelligence, data science, web development, and many more. Learn to code in Python in the most interactive way possible, writing code and solving challenges in each step.",beginner,yes,paid,https://programiz.pro/learn/master-python
110,programiz,Learn JavaScript Programming,"JavaScript is a powerful and flexible programming language. It can execute on a web browser that allows us to make interactive webpages such as popup menus, animations, form validation, etc. JavaScript has evolved a lot in the past decade. Our JavaScript tutorials will help you understand the core concepts of modern JavaScript, one step at a time.",beginner,no,free,https://www.programiz.com/javascript
111,github,Coding Interview University,A complete computer science study plan to become a software engineer.,any,no,free,https://github.com/jwasham/coding-interview-university
112,tech interview handbook,Tech Interview Handbook,"Free curated interview preparation materials for busy people. Tech Interview Handbook goes straight to the point and tells you the minimum you need to know to excel in your technical interviews. Having personally gone through the interviewing process, it was frustrating to have to find resources from everywhere to prepare for my technical interviews.",any,no,free,https://www.techinterviewhandbook.org/
113,github,Data Scientist Roadmap,Tutorials built for a data science roadmap.,any,no,free,https://github.com/MrMimic/data-scientist-roadmap
114,github,Cracking the Data Science Interview,"A collection of Cheatsheets, Books, Questionsm and Portfolio For DS/ML Interview Prep.",any,no,free,https://github.com/khanhnamle1994/cracking-the-data-science-interview
115,github,The Art of Command Line,Master the command line.,any,no,free,https://github.com/jlevy/the-art-of-command-line
116,github,The Algorithms - Python,All algorithms implemented in Python.,any,no,free,https://github.com/TheAlgorithms/Python
117,github,The Algorithms - Java,All algorithms implemented in Java,any,no,free,https://github.com/TheAlgorithms/Java
118,github,The Algorithms - C,"Collection of various algorithms in mathematics, machine learning, computer science, physics, etc implemented in C for educational purposes.",any,no,free,https://github.com/TheAlgorithms/C
119,github,The Algorithms - Go,"Algorithms and Data Structures implemented in Go for beginners, following best practices.",any,no,free,https://github.com/TheAlgorithms/Go
120,github,The Algorithms - JavaScript,"Algorithms and Data Structures implemented in JavaScript for beginners, following best practices.",any,no,free,https://github.com/TheAlgorithms/JavaScript
121,github,The Algorithms - C++,"Collection of various algorithms in mathematics, machine learning, computer science, physics, etc implemented in C++ for educational purposes.",any,no,free,https://github.com/TheAlgorithms/C-Plus-Plus
122,github,Project Based Learning,A list of programming tutorials in which aspiring software developers learn how to build an application from scratch. These tutorials are divided into different primary programming languages. Tutorials may involve multiple technologies and languages.,any,no,free,https://github.com/practical-tutorials/project-based-learning
123,w3schools,SQL Tutorial,"SQL is a standard language for storing, manipulating and retrieving data in databases. Our SQL tutorial will teach you how to use SQL in: MySQL, SQL Server, MS Access, Oracle, Sybase, Informix, Postgres, and other database systems.",any,no,free,https://www.w3schools.com/sql/default.asp
124,w3schools,HTML Tutorial,HTML is the standard markup language for Web pages. With HTML you can create your own Website.,any,no,free,https://www.w3schools.com/html/default.asp
125,w3schools,CSS Tutorial,CSS is the language we use to style an HTML document. CSS describes how HTML elements should be displayed. This tutorial will teach you CSS from basic to advanced.,any,no,free,https://www.w3schools.com/css/default.asp
126,w3schools,JavaScript Tutorial,JavaScript is the world's most popular programming language. JavaScript is the programming language of the Web. JavaScript is easy to learn. This tutorial will teach you JavaScript from basic to advanced.,any,no,free,https://www.w3schools.com/js/default.asp
127,w3schools,Python Tutorial,Pytho is a popular programming language. Python can be used on a server to create web applications.,any,no,free,https://www.w3schools.com/python/default.asp
128,w3schools,Java Tutorial,"Java is a popular programming language. Java is used to develop mobile apps, web apps, desktop apps, games and much more.",any,no,free,https://www.w3schools.com/java/default.asp
129,w3schools,PHP Tutorial,"PHP is a server scripting language, and a powerful tool for making dynamic and interactive Web pages. PHP is a widely-used, free, and efficient alternative to competitors such as Microsoft's ASP.",any,no,free,https://www.w3schools.com/php/default.asp
130,w3schools,C++ Tutorial,"C++ is a popular programming language. C++ is used to create computer programs, and is one of the most used language in game development.",any,no,free,https://www.w3schools.com/cpp/default.asp
131,w3schools,C Tutorial,"C is a general-purpose programming language, developed in 1972, and still quite popular. C is very powerful; it has been used to develop operating systems, databases, applications, etc.",any,no,free,https://www.w3schools.com/c/index.php
132,geeksforgeeks,Data Science with Python Tutorial,"This data science with Python tutorial will help you learn the basics of Python along with different steps of data science according to the need of 2023 such as data preprocessing, data visualization, statistics, making machine learning models, and much more with the help of detailed and well-explained examples. This tutorial will help both beginners as well as some trained professionals in mastering data science with Python.",any,no,free,https://www.geeksforgeeks.org/data-science-tutorial/
133,geeksforgeeks,R Programming for Data Science,R is an open-source programming language that is widely used as a statistical software and data analysis tool. R is an important tool for Data Science. It is highly popular and is the first choice of many statisticians and data scientists.,any,no,free,https://www.geeksforgeeks.org/r-programming-for-data-science/
134,geeksforgeeks,Natural Language Processing (NLP) Tutorial,"Learn the basics and advanced concepts of natural language processing (NLP) with our complete NLP tutorial and get ready to explore the vast and exciting field of NLP, where technology meets human language. NLP tutorial is designed for both beginners and professionals. Whether you’re a data scientist, a developer, or someone curious about the power of language, our tutorial will provide you with the knowledge and skills you need to take your understanding of NLP to the next level.",any,no,free,https://www.geeksforgeeks.org/natural-language-processing-nlp-tutorial/
135,geeksforgeeks,OpenCV Python Tutorial,"OpenCV is a huge open-source library for computer vision, machine learning, and image processing. OpenCV supports a wide variety of programming languages like Python, C++, Java, etc. It can process images and videos to identify objects, faces, or even the handwriting of a human. When it is integrated with various libraries, such as Numpy which is a highly optimized library for numerical operations, then the number of weapons increases in your Arsenal i.e whatever operations one can do in Numpy can be combined with OpenCV. This OpenCV tutorial will help you learn the Image-processing from Basics to Advance, like operations on Images, Videos using a huge set of Opencv-programs and projects.",any,no,free,https://www.geeksforgeeks.org/opencv-python-tutorial
136,geeksforgeeks,Django Tutorial,"Django is a Python-based web framework that allows you to quickly create efficient web applications. It is also called batteries included framework because Django provides built-in features for everything including Django Admin Interface, default database – SQLlite3, etc. When you’re building a website, you always need a similar set of components: a way to handle user authentication (signing up, signing in, signing out), a management panel for your website, forms, a way to upload files, etc. Django gives you ready-made components to use and that too for rapid development.",any,no,free,https://www.geeksforgeeks.org/django-tutorial
137,geeksforgeeks,Top 100+ Machine Learning Projects for 2023,"Machine Learning gained a lot of popularity and become a necessary tool for research purposes as well as for Business. It is a revolutionary field that helps us to make better decisions and automate tasks. Machine Learning is the field of study that gives computers the capability to learn without being explicitly programmed. ML is one of the most exciting technologies that one would have ever come across. As it is evident from the name, it gives the computer that makes it more similar to humans: The ability to learn. Machine learning is actively being used today, perhaps in many more places than one would expect. In this article, you’ll find the top 100+ latest projects and Ideas on Machine Learning which are beneficial for both beginners as well experienced professionals. These projects are specially made for the students that start their journey in Machine Learning and Data Science.",intermediate,no,free,https://www.geeksforgeeks.org/machine-learning-projects
138,geeksforgeeks,Machine Learning Interview Questions,"If you are preparing for your next machine learning interview, this article is a one-stop destination for you. We will be discussing the top 50 most frequently asked machine learning job interview questions for 2023. Our focus will be on real-life situations and questions that are commonly asked by companies like Microsoft and Amazon during their interviews. This article is also beneficial for individuals who are looking for a quick revision of their machine learning concepts. In this article, we’ve covered wide range of machine learning questions for both freshers and experienced individuals, ensuring thorough preparation for your next ML interview.",any,no,free,https://www.geeksforgeeks.org/machine-learning-interview-questions
139,geeksforgeeks,Internship Interview Experiences Company-Wise,"A list of interview experiences across a variety of companes, for internship positions.",any,no,free,https://www.geeksforgeeks.org/internship-interview-experiences-company-wise
140,geeksforgeeks,Google Cloud Platform Tutorial,"In this Google Cloud Platform tutorial you’ll learn all the basic to advanced concepts like Google Cloud, Google Cloud Storage, Google Cloud console, google cloud services, google cloud servers, google cloud hosting, etc. This tutorial is designed to help beginners and professionals. The tutorial provides learners with a complete guide to using the Google Cloud platform as a service. Whether you are new to cloud computing or looking to expand your knowledge and skills, this tutorial will provide you with the necessary information and resources to effectively use GCP.",any,no,free,https://www.geeksforgeeks.org/google-cloud-platform-tutorial
141,university of nottingham,Computer Science BSc,"Computer science is more than just programming. It is about problem-solving and creativity. Our range of optional modules allows you to explore the areas of computer science that excite you. These include user experience design, virtual reality, artificial intelligence and machine learning. You'll take part in a group project in year two which prepares you for designing and creating the computer systems of the future. Many projects are in collaboration with industry. Previous students have worked with Capital One, Experian, IBM and UniDays. All these companies have offices in Nottingham. This project is great for your CV and can help you make contacts ready for when you start your career. Modules include: computer fundamentals, databases and interfaces, fundamentals of artificial intelligence, introduction to software engineering, mathematics for computer scientists, programming and algorithms, programming paradigms, systems and architecture, introduction to formal reasoning, algorithms, correctness and efficiency, developing maintainable software, languages and computation, operating systems ad concurrency, software engineering group project, advanced functional programming, artificial intelligence methods, C++ programming, distributed systems, introduction to human computer interaction, introduction to image processing, software specification, computer security, symbolic artificial intelligence, mobile device programming, collaboration and communication technologies, compilers, computer graphics, computer vision, cryptography, designing intelligent agents, fundamentals of information visualisation, human-ai interaction,  machine learning, software engineering management, software quality management.",beginner,yes,university,https://www.nottingham.ac.uk/studywithus/ugstudy/courses/UG/2023/Computer-Science-BSc-Hons-U6UCMPSC.html
142,university of nottingham,Computer Science with Artificial Intelligence BSc,"Artificial intelligence is changing our homes, workplaces and lifestyles. Our course lets you explore this subject with optional modules in intelligent agents, autonomous systems, machine learning, and human-AI interaction. You'll take part in a group project in year two which prepares you for creating the computer systems of the future. Many projects are in collaboration with industry. Previous students have worked with Capital One, Experian, IBM and UniDays. All these companies have offices in Nottingham. This project is great for your CV and can help you make contacts ready for when you start your career. Modules include: computer fundamentals, databases and interfaces, fundamentals of artificial intelligence, introduction to software engineering, mathematics for computer scientists, programming and algorithms, programming paradigms, systems and architecture, introduction to formal reasoning, algorithms, correctness and efficiency, developing maintainable software, languages and computation, operating systems ad concurrency, software engineering group project, advanced functional programming, artificial intelligence methods, C++ programming, distributed systems, introduction to human computer interaction, introduction to image processing, software specification, computer security, symbolic artificial intelligence, mobile device programming, collaboration and communication technologies, compilers, computer graphics, computer vision, cryptography, designing intelligent agents, fundamentals of information visualisation, human-ai interaction,  machine learning, software engineering management, software quality management.",beginner,yes,university,https://www.nottingham.ac.uk/studywithus/ugstudy/courses/UG/Computer-Science-with-Artificial-Intelligence-BSc-Hons-U6UCMPAI.html
143,university of nottingham,Computer Science with Cyber Physical Systems BSc,"Cyber physical systems is an area of computer science that is growing. Our course combines computer science knowledge with specialist skills in cyber physical systems. The key topics covered will include: machine learning, neural networks, cybersecurity, human-AI interaction. You'll take part in a group project in year two which prepares you for designing and creating the computer systems of the future. Many projects are in collaboration with industry. Previous students have worked with Capital One, Experian, IBM and UniDays. All these companies have offices in Nottingham. This project is great for your CV and can help you make contacts ready for when you start your career.",beginner,yes,university,https://www.nottingham.ac.uk/studywithus/ugstudy/courses/UG/Computer-Science-with-Cyber-Physical-Systems-BSc-Hons-U6UCSCPS.html
144,university of nottingham,Data Scientist Degree Apprenticeship,"The development of automated systems and data gathering has meant that ‘big data’ and data sets are now the norm in many areas of industry, including the sciences, finance, retail, the digital economy and social media. Designed in partnership with employers, our Data Scientist Degree Apprenticeship is a work-based programme that trains apprentices to understand and manage large data sets within their own organisations. Apprentices will learn and apply specific data analysis techniques along with data science problem-solving skills, such as statistics, mathematical modelling, algorithm design and computer programming.  This is complemented by key business skills, such as presentation and communication skills, team working and organising workloads. Throughout the programme, apprentices are encouraged to look for opportunities, data and business questions within their organisation to apply the techniques learned. It enables apprentices to bring their real working life into projects, which contextualises the learning and makes it even more meaningful. The programme caters for early career data scientists, from school or college leavers to existing employees stepping into a data science role for the first time. By working in partnership with industry, the programme will enable apprentices to develop the skills, knowledge and behaviours to succeed in Data Scientist roles. Apprentices must be employed in a job role that provides opportunities to learn and apply the skills, knowledge and behaviours outlined in the Level 6 Data Scientist Apprenticeship Standard.",beginner,no,university,https://www.nottingham.ac.uk/mathematics/business/data-scientist-degree-apprenticeship.aspx
145,coursera,Machine Learning Specialization,"Build ML models with NumPy & scikit-learn, build & train supervised models for prediction & binary classification tasks (linear, logistic regression). Build & train a neural network with TensorFlow to perform multi-class classification, & build & use decision trees & tree ensemble methods. Apply best practices for ML development & use unsupervised learning techniques for unsupervised learning including clustering & anomaly detection. Build recommender systems with a collaborative filtering approach & a content-based deep learning method & build a deep reinforcement learning model. The Machine Learning Specialization is a foundational online program created in collaboration between DeepLearning.AI and Stanford Online. This beginner-friendly program will teach you the fundamentals of machine learning and how to use these techniques to build real-world AI applications. This Specialization is taught by Andrew Ng, an AI visionary who has led critical research at Stanford University and groundbreaking work at Google Brain, Baidu, and Landing.AI to advance the AI field. This 3-course Specialization is an updated version of Andrew’s pioneering Machine Learning course, rated 4.9 out of 5 and taken by over 4.8 million learners since it launched in 2012. It provides a broad introduction to modern machine learning, including supervised learning (multiple linear regression, logistic regression, neural networks, and decision trees), unsupervised learning (clustering, dimensionality reduction, recommender systems), and some of the best practices used in Silicon Valley for artificial intelligence and machine learning innovation (evaluating and tuning models, taking a data-centric approach to improving performance, and more.) By the end of this Specialization, you will have mastered key concepts and gained the practical know-how to quickly and powerfully apply machine learning to challenging real-world problems. If you’re looking to break into AI or build a career in machine learning, the new Machine Learning Specialization is the best place to start. By the end of this Specialization, you will be ready to: Build machine learning models in Python using popular machine learning libraries NumPy and scikit-learn. Build and train supervised machine learning models for prediction and binary classification tasks, including linear regression and logistic regression. Build and train a neural network with TensorFlow to perform multi-class classification. Apply best practices for machine learning development so that your models generalize to data and tasks in the real world. Build and use decision trees and tree ensemble methods, including random forests and boosted trees. Use unsupervised learning techniques for unsupervised learning: including clustering and anomaly detection. Build recommender systems with a collaborative filtering approach and a content-based deep learning method. Build a deep reinforcement learning model.",beginner,no,free,https://www.coursera.org/specializations/machine-learning-introduction
